textid,words,sylls,ltrvec,perf,isrhymed
1411,thou sworn now morn,ou orn ow orn,A B A B,0 1 0 1,1
1412,prize aye eyes day,ize ye eyes ay,A B C D,1 0 0 1,0
1413,attain short gain fort,ain ort ain ort,A B A B,1 1 1 1,1
1414,shaws birth withdraws earth,aws irth aws earth,A B A B,0 1 0 1,1
1415,fear play year aye,ear ay ear ye,A B A C,1 1 1 0,2
1416,spring hers scattering stirs,ing ers ing irs,A B A C,1 0 1 0,2
1417,mar beams are dreams,ar ams are ams,A B A B,1 0 0 0,1
1418,add told had hold,add old ad old,A B A B,0 1 0 1,1
1419,among oer tongue more,ong oer ue ore,A B C D,1 0 1 1,0
1420,stain stay chain away,ain ay ain ay,A B A B,1 1 1 1,1
1421,perils charmer armour benign mortals her deceiver mine,ils er our ign als er er ine,A B C D E B B D,0 0 1 1 0 0 0 1,1
1422,others fleeting meeting fame trouble steady ready came,ers ing ing ame ouble y y ame,A B B C D E E C,0 1 1 1 0 1 1 1,1
1423,fall die all sky be fault sea salt,all ie all y e ault ea alt,A B A B B D B D,1 1 1 1 1 1 0 1,1
1424,leaf stand grief land,eaf and ief and,A B A B,1 1 1 1,1
1425,fare stay there aye,are ay ere ye,A B A C,1 1 1 0,2
1426,forgets again nets main,ets ain ets ain,A B A B,0 1 0 1,1
1427,dust rain must again bowers uncurled cuckooflowers world,ust ain ust ain ers urled ers orld,A B A B C D C D,1 1 1 1 0 0 0 0,1
1428,wester sea midnight breeze,er ea ight eeze,A B C D,0 1 1 1,0
1429,country known wester alone,y own er one,A B C B,1 1 0 0,2
1430,wester prone ceases alone,er one es one,A B C B,0 1 0 1,2
1431,wester sea of me,er ea of e,A B C B,0 1 0 1,2
1432,part began heart man,art an eart an,A B A B,1 1 1 1,1
1433,last air cast despair,ast air ast air,A B A B,1 1 1 1,1
1434,slumber revive breathing alive,er ive ing ive,A B C B,0 1 1 1,2
1435,dreamland forgot them not,and ot em ot,A B C B,1 1 1 1,2
1436,talking he comrade me,ing e ade e,A B C B,1 1 1 1,2
1437,even stand heaven land,en and en and,A B A B,1 1 1 1,1
1438,me hill me still,e ill e ill,A B A B,1 1 1 1,1
1439,steeple stay people they,eeple ay eople ey,A B C B,0 1 0 1,2
1440,met still yet will,et ill yet ill,A B A B,1 1 0 1,1
1441,tower lies hour dies,er ies our ies,A B A B,0 0 1 0,1
1442,firth complain earth again,irth ain earth ain,A B A B,1 1 1 1,1
1443,bright sight play glee free sea day,ight ight ay ee ee ea ay,A A B B B B B,1 1 1 0 0 0 1,1
1444,strong wrong more how now vow before,ong ong ore ow ow ow ore,A A B C C C B,1 1 1 1 1 1 1,1
1445,skies dies away sound found ground day,ies ies ay ound ound ound ay,A A B C C C B,0 0 1 1 1 1 1,1
1446,toll soul gone on,oll oul one on,A A C C,0 1 1 0,1
1447,light night still ill,ight ight ill ill,A A B B,1 1 1 1,1
1448,may arise day eyes be me lies,ay ise ay eyes e e ies,A B A C D D B,1 1 1 0 1 1 1,1
1449,fail still nightingale hill flown alone ill,ail ill ale ill own one ill,A B A B C C B,1 1 1 1 1 0 1,1
1450,cease peace by i,ease eace y i,A A B C,1 1 1 0,2
1451,tell hell bleed deed,ell ell eed eed,A A B B,1 1 1 1,1
1452,by i alone stone,y i one one,A B C C,1 0 1 1,2
1453,slumber divine number mine,er ine er ine,A B A B,0 1 0 1,1
1454,station leap nation sleep,ion eap ion eep,A B A B,0 1 0 1,1
1455,convulses bound pulses sound,es ound es ound,A B A B,0 1 0 1,1
1456,lamer see trouble me,er ee ouble e,A B C B,0 1 0 0,2
1457,steady remain darkness pain,y ain ess ain,A B C B,1 1 1 1,2
1458,belongings stole carcase soul,ings ole ase oul,A B C B,0 1 1 0,2
1459,others i fourandtwenty die,ers i y ie,A B C C,0 0 1 1,2
1460,thirsteth give waters live,eth ive ers ive,A B C B,0 1 0 1,2
1461,waters pale season fail,ers ale on ail,A B C B,0 1 1 1,2
1462,ever skies season dies,er ies on ies,A B C B,0 0 1 0,2
1463,them cold heaven mould,em old en ould,A B C B,1 1 1 0,2
1464,ferry fee waiting me,y ee ing e,A A B A,1 0 1 0,1
1465,carry slave city grave,y ave y ave,A B A B,1 1 1 1,1
1466,pass wonder grass under,ass er ass er,A B A B,1 0 1 0,1
1467,tie sever lie ever,ie er ie er,A B A B,1 0 1 0,1
1468,sky birth i earth,y irth i earth,A B C B,1 1 0 1,2
1469,today plain away again,ay ain ay ain,A B A B,1 1 1 1,1
1470,lives sense knives pence,ives ense ives ence,A B A B,0 0 0 0,1
1471,heart sky depart die,eart y art ie,A B A B,1 1 1 1,1
1472,mill still worse ill,ill ill orse ill,A A B A,1 1 1 1,1
1473,apart plain heart vain,art ain eart ain,A B A B,1 1 1 1,1
1474,sends ends frayed londonmade,ends ends ayed ade,A A B B,1 1 0 0,1
1475,hearts parts done one,arts arts one one,A A B B,0 0 1 1,1
1476,over try said head goodbye,er y aid ead ye,A B C C B,0 1 1 0 1,1
1477,danger share true you there,er are ue ou ere,A B C C B,0 1 1 0 1,1
1478,better say promised away,er ay ised ay,A B C B,0 1 0 1,2
1479,us dry me i,us y e i,A B C D,1 1 1 0,0
1480,whitens pass you grass,ens ass ou ass,A B C B,1 1 0 1,2
1481,naming stirred you word,ing irred ou ord,A B C B,1 0 0 1,2
1482,scatter go matter sow grow,er o er ow ow,A B A B B,0 1 0 1 1,1
1483,fallow eyes sallow dies arise,ow eyes ow ies ise,A B A C C,1 0 1 0 0,1
1484,only stand lonely land hand,y and y and and,A B A B B,1 1 1 1 1,1
1485,showers springs towers kings stings,ers ings ers ings ings,A B A B B,0 0 0 0 0,1
1486,heaven by even i faces see places be,en y en i es ee es e,A B A C D B D B,1 1 1 0 0 0 0 0,1
1487,yonder short fonder more moulder shed older dead,er ort er ore er ed er ead,A B A C A D A D,0 1 0 1 0 1 0 1,1
1488,pity stay city away lamenting leave indenting eve,y ay y ay ing eave ing eve,A B A B C D C D,1 1 1 1 1 1 1 0,1
1489,benighted dales lighted wales paces sea faces me,ed ales ed ales es ea es e,A B A B C D C D,1 0 1 0 0 1 0 1,1
1490,yonder mile highway while stile,er ile ay ile ile,A B C B B,0 1 1 1 1,1
1491,thornpricks care seasons heir there,icks are ons eir ere,A B C B B,0 1 0 1 1,1
1492,winter fell wickets tell well,er ell ets ell ell,A B C B B,0 1 0 1 1,1
1493,not awry maytime i die,ot y ime i ie,A B C D B,1 1 1 0 1,2
1494,carry marred adam evilstarred hard,y arred am arred ard,A B C B B,1 0 1 0 0,1
1495,yonder fold favour mould old,er old our ould old,A B C B B,0 1 1 0 1,1
1496,broken halt token salt brewing snowed undoing road,en alt en alt ing owed oing oad,A B A B C D E D,1 1 1 1 1 0 0 0,1
1497,choose sprung lose young,oose ung ose oung,A B A B,1 1 0 0,1
1498,even apart flying heart,en art ying eart,A B C B,1 1 0 1,2
1499,foeman tried striking died,an ied ing ied,A B C B,1 0 1 0,2
1500,steeples receive peoples eve,eples eive oples eve,A B C B,0 1 0 0,2
1501,slumber worn number morn,er orn er orn,A B A B,0 1 0 1,1
1502,ever sight never night,er ight er ight,A B A B,0 1 0 1,1
1503,afar shot are not,ar ot are ot,A B A B,1 1 0 1,1
1504,man plain ran remain,an ain an ain,A A A A,1 0 1 0,1
1505,number again slumber pain,er ain er ain,A B A B,0 1 0 1,1
1506,thing be king me,ing e ing e,A B A B,1 1 1 1,1
1507,burning flight returning night,ing ight ing ight,A B A B,1 1 1 1,1
1508,thought find brought mind,ought ind ought ind,A B A B,1 1 1 1,1
1509,cap halfcrown chap down,ap own ap own,A B A B,1 1 1 1,1
1510,kent brim tent him,ent im ent im,A B A B,1 1 1 1,1
1511,oh forgot know not,oh ot ow ot,A B A B,0 1 1 1,1
1512,how stay now aye,ow ay ow ye,A B A C,1 1 1 0,2
1513,learn still return will,earn ill urn ill,A B A B,1 1 0 1,1
1514,cold on gold gone,old on old one,A B A B,1 1 1 0,1
1515,unsaid say dead aye,aid ay ead ye,A B A C,1 1 0 0,2
1516,turning height burning night,ing eight ing ight,A B A C,1 1 1 1,2
1517,station flare conflagration air,ion are ion air,A B A B,0 1 0 1,1
1518,warning regard morning ruinward,ing ard ing ard,A B A B,1 1 1 1,1
1519,shore well bore fell triest be west sea,ore ell ore ell est e est ea,A B A B C D C D,1 1 1 1 1 1 1 1,1
1520,dispersed amain first again day tolls away shoals,ersed ain irst ain ay olls ay als,A B C B D E D F,0 1 1 1 1 0 1 0,2
1521,south west mouth triest well thee fell me,outh est outh est ell ee ell e,A B A B C D C D,1 1 1 1 1 1 1 0,1
1522,land sand days plays,and and ays ays,A A B B,1 1 0 0,1
1523,found mound score shore,ound ound ore ore,A A B B,1 1 1 1,1
1524,sand land write night,and and ite ight,A A B B,1 1 1 1,1
1525,grave wave design mine,ave ave ign ine,A A B B,1 1 1 1,1
1526,rome foam stay aye,ome oam ay ye,A A B C,1 0 1 0,2
1527,hand sand fast last vain main,and and ast ast ain ain,A A B B C C,1 1 1 1 1 1,1
1528,seamen me biscay sea,en e ay ea,A B C B,1 1 1 1,2
1529,biscay sky foreland i burning cold sunset gold cordage she golden sea,ay y and i ing old et old age e en ea,A B C D E F G F H A I A,1 1 1 0 1 1 1 1 1 0 1 0,2
1530,lover sail and trail us leave yonder eve,er ail and ail us eave er eve,A B C B D E A E,0 1 1 1 1 1 0 0,1
1531,harbour behold steersman gold water flame ocean came sunset sea biscay me,our old an old er ame ean ame et ea ay e,A B C B D E C E F G H G,1 1 1 1 0 1 0 1 1 1 1 1,1
1532,answer heat ocean said nightfall he biscay sea,er eat ean aid all e ay ea,A B C D E F G F,0 1 1 1 1 1 1 1,0
1533,mansion roam children home,ion oam en ome,A B C B,0 1 1 1,2
1534,nations made sunshine shade,ons ade ine ade,A B C B,0 1 1 1,2
1535,darkness restore madest more,ess ore est ore,A B C B,1 1 1 1,2
1536,release peace yours land stand endures,ease eace urs and and ures,A A B C C D,1 1 0 1 1 0,1
1537,flee sea found burn concern sound,ee ea ound urn ern ound,A A B C D B,1 1 1 1 1 1,1
1538,river loam quiver home,er oam er ome,A B A B,0 1 0 1,1
1539,even down heaving town,en own ing own,A B C B,1 1 1 1,2
1540,laden ride maiden side,en ide en ide,A B A B,1 1 1 1,1
1541,fountain vein mountain plain,ain ein ain ain,A A A A,1 1 1 1,1
1542,stranger trim danger him,er im er im,A B A B,0 1 0 1,1
1543,advances old lances gold,es old es old,A B A B,0 1 0 1,1
1544,ending on wending yon,ing on ing yon,A B A C,1 1 1 0,2
1545,whining beside shining pride,ing ide ing ide,A B A B,1 1 1 1,1
1546,together main weather spain,er ain er ain,A B A B,0 1 0 1,1
1547,together leave heather eve,er eave er eve,A B A B,0 1 0 0,1
1548,asunder remain plunder slain,er ain er ain,A B A B,0 1 0 1,1
1549,young he hung tree,oung e ung ee,A B A B,1 1 1 1,1
1550,day wrong say long,ay ong ay ong,A B A B,1 1 1 1,1
1551,rest stay breast away,est ay east ay,A B A B,1 1 1 1,1
1552,tender can lender man,er an er an,A B A B,0 1 0 1,1
1553,borrow lend tomorrow end,ow end ow end,A B A B,1 1 1 1,1
1554,stronger strong longer long,er ong er ong,A B A B,0 1 0 1,1
1555,seven train heaven remain,en ain en ain,A B A B,1 1 1 1,1
1556,reply i before reply,y i ore y,A B C A,1 0 1 1,2
1557,stain high slain reply,ain igh ain y,A B A B,1 1 1 1,1
1558,wonder gaze sunder ways,er aze er ays,A B A B,0 1 0 1,1
1559,earth taen birth again,earth aen irth ain,A B A C,1 0 1 1,2
1560,tower amid sour did,er amid our id,A B A D,0 0 1 1,2
1561,hereafter lie air sky,er ie air y,A B C B,0 1 1 1,2
1562,stair air still sill blithe scythe around ground east least sow grow,air air ill ill ithe ythe ound ound east east ow ow,A A B B C C D D E E F F,1 1 1 1 1 0 1 1 1 1 1 1,1
1563,were neer unbegot not lit it lay aye lie sky,ere eer ot ot it it ay ye ie y,A A B B C C D E E E,1 1 1 1 1 1 1 0 0 0,1
1564,way stay brow now found sound,ay ay ow ow ound ound,A A B B C C,1 1 1 1 1 1,1
1565,marching way parching lay away,ing ay ing ay ay,A B A B B,1 1 1 1 1,1
1566,awooing bed pursuing dead instead,oing ed uing ead ead,A B C B B,0 1 0 1 1,1
1567,nations mad foundations lad,ons ad ons ad,A B A B,0 1 0 1,1
1568,calling find falling mind,ing ind ing ind,A B A B,1 1 1 1,1
1569,crying despair dying were,ying air ying ere,A B A B,0 1 0 1,1
1570,darnels man charnels can,els an els an,A B A B,0 1 0 1,1
1571,i die give live,i ie ive ive,A B C C,0 1 1 1,2
1572,fear year again pain,ear ear ain ain,A A B B,1 1 1 1,1
1573,aloof roof strong long,oof oof ong ong,A A B B,1 1 1 1,1
1574,thrust dust flawed abroad,ust ust awed oad,A A B C,1 1 0 1,2
1575,fast last span man,ast ast an an,A A B B,1 1 1 1,1
1576,sick trick breath death,ick ick eath eath,A A B B,1 1 1 1,1
1577,do two rest breast,o o est east,A A B B,1 1 1 1,1
1578,free me bed head,ee e ed ead,A A B B,1 0 1 1,1
1579,wrists fists air hair,ists ists air air,A A B B,0 0 1 1,1
1580,his is fair hair,is is air air,A A B B,1 1 1 1,1
1581,paid shade stare hair,aid ade are air,A A B B,1 1 1 1,1
1582,feet heat spare hair,eet eat are air,A A B B,1 1 1 1,1
1583,renown down roar before,own own oar ore,A A B B,1 1 1 1,1
1584,fall wall resound ground,all all ound ound,A A B B,1 1 1 1,1
1585,afar star pride died,ar ar ide ied,A A B B,1 1 1 1,1
1586,song long trod god,ong ong od od,A A B B,1 1 1 1,1
1587,you may true away today do aye you,ou ay ue ay ay o ye ou,A B A B B A C A,1 1 1 1 1 0 0 0,1
1588,chilly moon shrilly tune,y oon y une,A B A B,1 1 1 0,1
1589,story scored glory lord,y ored y ord,A B A B,1 0 1 1,1
1590,rafter high laughter goodbye,er igh er ye,A B A B,0 1 0 1,1
1591,places name faces flame,es ame es ame,A B A B,0 1 0 1,1
1592,mitre gem whiter them,itre em er em,A B C B,0 1 0 1,2
1593,vaulted confessed exalted west,aulted essed alted est,A B C B,0 0 0 0,2
1594,oblation head lamentation said,ion ead ion aid,A B A C,0 1 0 1,2
1595,sorrow thus tomorrow us,ow us ow us,A B A B,1 1 1 1,1
1596,border cold order old,er old er old,A B A B,0 1 0 1,1
1597,queenly alight keenly tonight,y ight y ight,A B A B,1 1 1 1,1
1598,appointed run disanointed done,ointed un ointed one,A B A B,0 1 0 0,1
1599,portal sky immortal die,al y al ie,A B A B,1 1 1 1,1
1600,praying rest saying west,ying est ying est,A B A B,0 1 0 1,1
1601,psalters farewells altars knells,ers ells ars ells,A B C B,0 0 0 0,2
1602,sea furled quay world,ea urled ay orld,A B C B,1 0 1 0,2
1603,hill snare will air,ill are ill air,A B A B,1 1 1 1,1
1604,free still sea hill,ee ill ea ill,A B A B,1 1 1 1,1
1605,orchard sure branches endure,ard ure anches ure,A B C B,1 1 0 1,2
1606,trenches died orchard abide,enches ied ard ide,A B C B,0 0 1 0,2
1607,clustered wave planted grave,ered ave anted ave,A B C B,0 1 0 1,2
1608,hurled swirled world,urled irled orld,A B A,0 0 0,1
1609,bays days praise,ays ays aise,A A A,0 0 0,1
1610,are war star,are ar ar,A A A,1 0 0,1
1611,pain plain vain,ain ain ain,A A A,1 1 1,1
1612,trade made unafraid,ade ade aid,A A A,1 1 1,1
1613,shame fame came,ame ame ame,A A A,1 1 1,1
1614,earth birth mirth,earth irth irth,A A A,1 1 1,1
1615,high thereby die,igh y ie,A A A,1 1 1,1
1616,hurled swirled world,urled irled orld,A B A,0 0 0,1
1617,song wrong true explain pain you,ong ong ue ain ain ou,A A B C C B,1 1 1 1 1 0,1
1618,day pay do round sound you,ay ay o ound ound ou,A A B C C B,1 1 1 1 1 0,1
1619,filesonparade said filesonparade said play today away mornin,ade aid ade aid ay ay ay in,A A A A B B B C,1 1 1 1 1 1 1 1,1
1620,filesonparade said filesonparade said round ground hound mornin,ade aid ade aid ound ound ound in,A A A A B B B C,1 1 1 1 1 1 1 1,1
1621,filesonparade said filesonparade said place face disgrace mornin,ade aid ade aid ace ace ace in,A A A A B B B C,1 1 1 1 1 1 1 1,1
1622,filesonparade said filesonparade said play away today mornin,ade aid ade aid ay ay ay in,A A A A B B B C,1 1 1 1 1 1 1 1,1
1623,beer here die i away play play play,eer ere ie i ay ay ay ay,A A B C D D D D,1 1 1 0 1 1 1 1,1
1624,be me musichalls stalls outside tide tide tide,e e alls alls ide ide ide ide,A A B B C C C C,1 1 0 0 1 1 1 1,1
1625,sleep cheap bit kit soul roll roll roll,eep eap it it oul oll oll oll,A A B B C C C C,1 1 1 1 1 0 0 0,1
1626,too you paints saints behind wind wind wind,oo ou ints ints ind ind ind ind,A A B B C C C C,1 0 0 0 1 1 1 1,1
1627,all rational face disgrace brute shoot please sees,all al ace ace ute oot ease ees,A A B B C C B B,1 0 1 1 1 0 0 0,1
1628,seas not burmese lot him horses suakim forces soudan man signed inclined,eas ot ese ot im es im es an an igned ined,A B A B C D C D E E F G,0 1 0 1 1 0 1 0 1 1 0 0,1
1629,hills mile chills style they swaller say holler kid did fair square,ills ile ills yle ey er ay er id id air uare,A B A B C D C D E E F F,0 1 0 0 1 0 1 0 1 1 1 0,1
1630,own rewards shown swords bush shovelspear rush year more deplore fair square,own ards own ords ush ear ush ear ore ore air uare,A B A C D E D E F F E E,1 0 1 0 1 1 1 1 1 1 0 0,1
1631,drive head alive dead lamb spree damn infantree soudan man hair square,ive ead ive ead amb ee amn ee an an air uare,A B A B C D E D F F G G,1 1 1 1 0 1 0 1 1 1 1 0,1
1632,beer here it slaughter water it clime time queen crew knew din,eer ere it er er it ime ime een ew ew in,A A B A A B C C D E E D,1 1 1 0 0 1 1 1 1 1 1 0,1
1633,perspire fire road load oont snakes grunt breaks,ire ire oad oad oont akes unt aks,A A B B C D E F,1 1 1 1 0 0 1 0,2
1634,in skin hills frills oont alarm front arm,in in ills ills oont arm ont arm,A A B B C D E D,1 1 0 0 0 1 1 1,1
1635,fool mule done one oont lies front dies,ool ule one one oont ies ont ies,A A B B C D E D,1 0 1 1 0 0 1 0,1
1636,vile mile through two oont dim front him,ile ile ough o oont im ont im,A A B B C D E D,1 1 1 0 0 1 1 1,1
1637,blind behind past last oont lies front dies,ind ind ast ast oont ies ont ies,A A B B C D E D,1 1 1 1 0 0 1 0,1
1638,corps war now snarleyow cares swears flog dog,orps ar ow yow ares ars og og,A B C D E E F F,0 1 1 0 1 0 1 1,2
1639,sore corps brow snarleyow,ore orps ow yow,A B C D,1 0 1 0,0
1640,two do squeals heels,o o als els,A A B C,1 1 0 0,2
1641,round ground feels heels,ound ound els els,A A B B,1 1 0 0,1
1642,shell fell wheels heels,ell ell els els,A A B B,1 1 0 0,1
1643,plain pain best chest,ain ain est est,A A B B,1 1 1 1,1
1644,grunt front head spread,unt ont ead ead,A A C C,1 1 1 1,1
1645,seen queen sons guns cares swears flog dog,een een ons uns ares ars og og,A A B C D D E E,1 1 0 0 1 0 1 1,1
1646,quay cavalree dark park,ay ee ark ark,A A B B,1 0 1 1,1
1647,out about large charge,out out arge arge,A A B B,1 1 1 1,1
1648,too whirraru storm uniform,oo u orm orm,A B C C,1 0 1 1,2
1649,there care rose clothes,ere are ose othes,A A B C,1 0 1 0,2
1650,now how run fun,ow ow un un,A A B B,1 1 1 1,1
1651,shine mine him him,ine ine im im,A A B B,1 1 1 1,1
1652,yet get lie why,yet et ie y,A A C C,0 1 1 1,1
1653,sea me say mandalay,ea e ay ay,A A B B,1 1 1 1,1
1654,green queen cheroot foot,een een oot oot,A A B B,1 1 1 1,1
1655,slow kullalolo cheek teak,ow o eek eak,A A B B,1 1 1 1,1
1656,away mandalay tells else,ay ay ells else,A A B C,1 1 0 0,2
1657,pavinstones bones strand understand,ones ones and and,A A B B,0 0 1 1,1
1658,worst thirst be sea,orst irst e ea,A A B B,1 0 1 1,1
1659,damned overseas crammed please horses blind tin kind,amned eas ammed ease es ind in ind,A B C D E F G F,0 0 0 1 0 1 1 1,0
1660,slops tell hops well troop spur cleanly sir,ops ell ops ell oop ur y ir,A B A B C D E D,0 1 0 1 1 1 1 1,1
1661,keep dear sleep beer gutters plain ceiling pain,eep ear eep eer ers ain ing ain,A B A B C D E D,1 1 1 1 0 1 1 1,1
1662,truth rung youth young sentence pride us died,uth ung outh oung ence ide us ied,A B C B D E F E,0 1 1 0 1 1 1 1,2
1663,see tree wind behind,ee ee ind ind,A A B B,1 1 1 1,1
1664,come home starts carts,ome ome arts arts,A A B B,1 1 0 0,1
1665,sings things at bat,ings ings at at,A A B B,0 0 1 1,1
1666,ease trees barrickyards cards,ease ees ards ards,A A B B,1 0 0 0,1
1667,sore cawnpore hell well,ore ore ell ell,A A B B,1 1 1 1,1
1668,strand band blowed road,and and owed oad,A A B B,1 1 0 0,1
1669,meet seat birth earth,eet eat irth earth,A A B B,1 1 1 1,1
1670,borderside pride day away guides hides ressaldar are bonair fare fly jagai then men between seen he gallowstree,ide ide ay ay ides ides ar are air are y ai en en een een e ee,A A B B C C D D D D E F G G H H B B,1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 0,1
1671,eat meat fly jagai back crack wide ride go doe above glove between seen dawn fawn he free,eat eat y ai ack ack ide ide o oe ove ove een een awn awn e ee,A A B C D D E E F F G G H H I I B B,1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0,1
1672,strive alive tree knee low row high fly beast feast away pay grain slain sup up stack back feet meet breath death clan man breast best rein twain,ive ive ee ee ow ow igh y east east ay ay ain ain up up ack ack eet eet eath eath an an east est ein ain,A A B B C C B B E E F F G G H H I I J J K K G G E E G G,1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1,1
1673,muzzleend friend limb him mountaincrest rest guides rides bed head thine borderline power peshawur,eend iend imb im est est ides ides ed ead ine ine er ur,A B C C D D E E F F G G H I,0 1 1 1 1 1 1 1 1 1 1 1 0 1,1
1674,fault salt sod god dun one clear mountaineer sides guides,ault alt od od un one ear eer ides ides,A A B B C C D D E E,1 1 1 1 1 0 1 1 1 1,1
1675,meet seat birth earth,eet eat irth earth,A A B B,1 1 1 1,1
1676,death hill ring king wing still,eath ill ing ing ing ill,A B C C C B,1 1 1 1 1 1,1
1677,went guard pale jezail mail yard,ent uard ale ail ail yard,A B C C C D,1 0 1 1 1 0,1
1678,roof air screen unseen queen share,oof air een een een are,A B C C C B,1 1 1 1 1 1,1
1679,leaped riverhead scars stars zenanabars dead,eaped ead ars ars ars ead,A B C C C B,0 1 0 0 0 1,1
1680,mouth pyre cried died side fire,outh yre ied ied ide ire,A B C C C B,1 0 0 0 0 1,1
1681,apace sill feet street beat still,ace ill eet eet eat ill,A B C C C B,1 1 1 1 1 1,1
1682,day wall by i fly thrall,ay all y i y all,A B C D C B,1 1 1 0 1 1,1
1683,queen me go owe below flee,een e o owe ow ee,A B C D C B,1 1 1 0 1 1,1
1684,soul dancinggirl god trod nod curl,oul irl od od od url,A B C C C B,1 1 1 1 1 1,1
1685,place stand preen screen queen sand,ace and een een een and,A B C C C B,1 1 1 1 1 1,1
1686,forth aglow fear jeysulmeer bikaneer go,orth ow ear eer eer o,A B C C C B,1 1 1 1 1 1,1
1687,sky spears crept wept slept tears,y ars ept ept ept ars,A B C C C B,1 0 1 1 1 0,1
1688,strife desire flame shame came fire,ife ire ame ame ame ire,A B C C C B,1 1 1 1 1 1,1
1689,blaze between fray bay gray queen,aze een ay ay ay een,A B C C C B,1 1 1 1 1 1,1
1690,aside brow land hand brand now,ide ow and and and ow,A B C C C B,1 1 1 1 1 1,1
1691,soul well died side bride hell,oul ell ied ide ide ell,A B C C C B,1 1 0 0 0 1,1
1692,breath die lord sword abhorred ay,eath ie ord ord orred ay,A B C C D E,1 1 1 1 0 1,2
1693,drank breast flame dame shame rest,ank east ame ame ame est,A B C C C B,1 1 1 1 1 0,1
1694,white lean steel heel meal queen,ite ean eel eel eal een,A B C C C B,1 1 1 1 1 1,1
1695,meet street knife life,eet eet ife ife,A A B B,1 1 1 1,1
1696,euzufzai die knife life,ai ie ife ife,A B C C,0 1 1 1,2
1697,hard guard saith death plains veins bind hind,ard uard aith eath ins ins ind ind,A A B C D D E E,1 0 0 1 0 0 1 1,1
1698,pride tied again slain,ide ied ain ain,A A B B,1 1 1 1,1
1699,sold unrolled fly abazai,old olled y ai,A A B C,1 1 1 0,2
1700,clear fear face race bed head,ear ear ace ace ed ead,A A B B C C,1 1 1 1 1 1,1
1701,throne alone night white hoofs roofs fell well night write remain pain thee me,one one ight ite ofs ofs ell ell ight ite ain ain ee e,A A B B C C D D B B E E F F,1 1 1 1 0 0 1 1 1 1 1 1 1 0,1
1702,north forth fail kheyl,orth orth ail eyl,A A B C,1 1 1 0,2
1703,sky die,y ie,A A,1 1,1
1704,plain again,ain ain,A A,1 1,1
1705,thing king,ing ing,A A,1 1,1
1706,ramazan khan,an an,A A,1 1,1
1707,breath death,eath eath,A A,1 1,1
1708,thereby die,y ie,A A,1 1,1
1709,came name,ame ame,A A,1 1,1
1710,more therefor,ore or,A A,1 0,1
1711,pain again,ain ain,A A,1 1,1
1712,sing king,ing ing,A A,1 1,1
1713,grass pass frails bales down town,ass ass ils ales own own,A A B C D D,1 1 0 0 1 1,1
1714,chill hill rose hammernose wild piled load road sale camelbale food jumrood dusk musk smoke woke,ill ill ose ose ild iled oad oad ale ale ood ood usk usk oke oke,A A B B C C D D E E D D F F G G,1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1,1
1715,high i,igh i,A B,1 0,0
1716,muleteer gear year,eer ear ear,A A A,1 1 1,1
1717,said fed deep sheep food good,aid ed eep eep ood ood,A A B B C C,1 0 1 1 1 1,1
1718,muttongrease peace south hookahmouth are war most post sword ford eyes lies say gray die sky wise enemies bring king god dad,ease eace outh outh are ar ost ost ord ord eyes ies ay ay ie y ise ies ing ing od ad,A A B B C C D D E E F G H H I I G G J J K L,1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 0 0 1 1 1 1,1
1719,pen hen each speech sought court far are i die breath saith mouth south pass grass,en en each eech ought ourt ar are i ie eath aith outh outh ass ass,A A B B C D E E F G H I J J K K,1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1,1
1720,god dad durbar war broke spoke,od ad ar ar oke oke,A B C C D D,1 1 1 1 1 1,1
1721,smiled child breath death durbar war small wall zeal steel now thou strong long ran van near hear,iled ild eath eath ar ar all all eal eel ow ou ong ong an an ear ear,A A B B C C D D E E F F G G H H C C,0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0,1
1722,wise enemies flee tree snow below great fate declare bear failed wailed untied died,ise ies ee ee ow ow eat ate are ear ailed ailed ied ied,A A B B C C D D E E F F G G,1 1 1 1 1 1 1 0 1 0 0 0 0 0,1
1723,wise enemies bring king say gray are war prove love,ise ies ing ing ay ay are ar ove ove,A A B B C C D D E E,1 1 1 1 1 1 1 0 1 1,1
1724,neck despair mlech there,eck air ech ere,A B C B,1 1 0 1,2
1725,fords bhao swords rao,ords ao ords ao,A B A B,0 0 0 0,1
1726,cleared bray beard away,eared ay eard ay,A B C B,0 1 1 1,2
1727,ran pen began ten,an en an en,A B A B,1 1 1 1,1
1728,blow fast below passed,ow ast ow assed,A B A B,1 1 1 1,1
1729,flood blade blood swayed,ood ade ood ayed,A B A B,1 1 1 1,1
1730,bhao vain rao slain,ao ain ao ain,A B A B,0 1 0 1,1
1731,spray waterhead way red,ay ead ay ed,A B A B,1 1 1 0,1
1732,hold life cold knife,old ife old ife,A B A B,1 1 1 1,1
1733,dyed bridlechain cried twain,yed ain ied ain,A B C B,0 1 0 1,2
