textid,poem,endwords,goldvector
855,POEM26,bed light gold said,1 2 3 1
856,POEM26,rose mine soul repose,1 2 3 1
857,POEM26,sings soul love kings,1 2 3 1
858,POEM26,kings love us springs,1 2 3 1
859,POEM26,one one sleep gone,1 2 3 1
860,POEM26,woke rose love spoke,1 2 3 1
861,POEM26,long herself sun song,1 2 3 1
862,POEM26,said she horse red,1 2 3 1
863,POEM26,bride air us side,1 2 3 1
864,POEM26,dawn shine streets lawn,1 2 3 1
865,POEM26,till gate love hill,1 2 3 1
866,POEM26,rose there love goes,1 2 3 1
867,POEM26,sir love true her,1 2 3 1
868,POEM26,light lips mine bright,1 2 3 1
869,POEM26,ween one side queen,1 2 3 1
870,POEM26,came place breast name,1 2 3 1
871,POEM26,apart stood knife heart,1 2 3 1
872,POEM26,steed lips kings bleed,1 2 3 1
873,POEM26,ride sunshine hurt cried,1 2 3 1
874,POEM26,sky awoke up exceedingly,1 2 3 1
875,POEM26,shows door love rose,1 2 3 1
876,POEM26,loom gold heaven room,1 2 3 1
877,POEM26,mouse pale babe house,1 2 3 1
878,POEM27,me tree,1 1
879,POEM27,mouth south,1 1
880,POEM27,red wed,1 1
881,POEM27,torn born,1 1
882,POEM27,delicate fate,1 1
883,POEM27,samarkand hand,1 1
884,POEM28,consecrate elate proud shroud conceal vermeil sight tears spheres light blest lowliest rim seraphim,1 1 2 2 3 3 4 5 5 4 6 6 7 7
885,POEM28,fires desires upon done be eternity clay paphia might right wrong song despair fair green seen by die,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9
886,POEM29,you dawns stars blue,1 2 3 1
887,POEM29,dove heaven place move,1 2 3 1
888,POEM29,befell came ghostwhite hell,1 2 3 1
889,POEM29,fair moons lodged despair,1 2 3 1
890,POEM29,innocent spot defence punishment,1 2 3 1
891,POEM29,rod stroke loveliness god,1 2 3 1
892,POEM29,tears weep sigh fears,1 2 3 1
893,POEM29,trepidance amaze undeceivdness mischance,1 2 3 1
894,POEM29,agonies death face gethsemanes,1 2 3 1
895,POEM29,lit bright still it,1 2 3 1
896,POEM29,blue wood ivory you,1 2 3 1
897,POEM29,fair gold knife hair,1 2 3 1
898,POEM29,pray saints prayer they,1 2 3 1
899,POEM29,guess fail shadowless space,1 2 3 1
900,POEM29,air kindnesses love care,1 2 3 1
901,POEM29,foul thing died soul,1 2 3 1
902,POEM29,it lies leers writ,1 2 3 1
903,POEM29,bale fellowship itself mail,1 2 3 1
904,POEM29,fire swords country mire,1 2 3 1
905,POEM29,sin breath tower in,1 2 3 1
906,POEM29,desert deviously thence hurt,1 2 3 1
907,POEM29,book flame honour look,1 2 3 1
908,POEM29,woe blood page snow,1 2 3 1
909,POEM29,just read ashes dust,1 2 3 1
910,POEM30,life house wife spouse,1 2 1 2
911,POEM30,choice doubt rejoice out,1 2 1 2
912,POEM30,fool bread rule stead,1 2 1 2
913,POEM30,flame breath name death,1 2 1 2
914,POEM30,rosewhite rosered night sped,1 2 1 2
915,POEM30,sound maw found jaw,1 2 1 2
916,POEM30,day stroke say oak,1 2 1 2
917,POEM30,grace wit place pit,1 2 1 2
918,POEM30,firm east worm feast,1 2 1 2
919,POEM30,master slave disaster have,1 2 1 2
920,POEM30,moilest bread toilest stead,1 2 1 2
921,POEM30,thee breath thee death,1 2 1 2
922,POEM30,forgotten reward rotten lord,1 2 1 2
923,POEM30,feather term together worm,1 2 1 2
924,POEM30,wailing wars unavailing stars,1 2 1 2
925,POEM30,glister ruth sister truth,1 2 1 2
926,POEM30,sages conquereth wages death,1 2 1 2
927,POEM30,faltered tears altered years,1 2 1 2
928,POEM30,given tell heaven hell,1 2 1 2
929,POEM30,guerdon ban burden man,1 2 1 2
930,POEM30,daunting sky vaunting die,1 2 1 2
931,POEM30,setteth feet getteth wheat,1 2 1 2
932,POEM30,showeth lies throweth eyes,1 2 1 2
933,POEM31,he me evil wight might devil said bred civil,1 1 2 3 3 2 4 4 2
934,POEM31,forth north penny back pack amany mile smile jenny,1 1 2 3 3 2 4 4 2
935,POEM31,sware pair cozen go mow hosen due you dozen,1 1 2 3 3 2 4 4 2
936,POEM31,wretch stretch weasand bench wench imprisoned cry villainy seasoned,1 1 2 3 3 2 4 4 2
937,POEM31,he me evil dear beer devil lad bad snivel,1 1 2 3 3 2 4 4 2
938,POEM31,ass pass city stop bishop witty face grace pity,1 1 2 3 3 2 4 4 2
939,POEM31,saw law repeated night candlelight seated game name cheated,1 1 2 3 3 2 4 4 2
940,POEM31,loth off person rate state un grin sin on,1 1 2 3 3 2 4 4 2
941,POEM31,served unnerved foxy quills wills proxy week cheek doxy,1 1 2 3 3 2 4 4 2
942,POEM31,me he evil mind mankind civil how know devil,1 1 2 3 3 2 4 4 2
943,POEM31,forth north corners aloud crowd scorners cheats hypocrites suborners,1 1 2 3 3 2 4 4 2
944,POEM31,first burst tiding cried pride abiding stones bones hiding,1 1 2 3 3 2 4 4 2
945,POEM31,floor sore unduly must ghost unruly breath uttereth truly,1 1 2 3 3 2 4 4 2
946,POEM31,he miserably snivel wight might devil whole soul evil,1 1 2 3 3 2 4 4 2
947,POEM32,king might sing delight night,1 2 1 2 2
948,POEM32,lain rest slain crest breast,1 2 1 2 2
949,POEM0,burns plain returns again,1 2 1 2
950,POEM0,bright between tonight queen,1 2 1 2
951,POEM0,towers trod ours god,1 2 1 2
952,POEM0,right brave tonight save,1 2 1 2
953,POEM0,show read overflow dead,1 2 1 2
954,POEM0,town war down for,1 2 1 2
955,POEM0,sing heard ring fiftythird,1 2 1 2
956,POEM0,not been got queen,1 2 1 2
957,POEM1,now bough ride eastertide,1 1 2 2
958,POEM1,ten again score more,1 1 2 2
959,POEM1,bloom room go snow,1 1 2 2
960,POEM2,lad hand you stand,1 2 3 2
961,POEM2,sunday still calling mill,1 2 3 2
962,POEM2,monday hums playing comes,1 2 3 2
963,POEM2,hero all you fall,1 2 3 2
964,POEM2,bugle morn england born,1 2 3 2
965,POEM2,doomsday lie comrades die,1 2 3 2
966,POEM2,you town you down,1 2 3 2
967,POEM3,returning brims burning rims,1 2 1 2
968,POEM3,shatters spanned tatters land,1 2 1 2
969,POEM3,lying play crying away,1 2 1 2
970,POEM3,together call leather all,1 2 1 2
971,POEM3,cumber thrive slumber alive,1 2 1 2
972,POEM3,rover keep over sleep,1 2 1 2
973,POEM4,flowers lane hours again meads gay arm may,1 2 1 2 3 4 5 4
974,POEM4,lad gold glad old tomorrow new round true,1 2 1 2 3 4 5 4
975,POEM4,say thieve away leave me chaps you perhaps,1 2 1 2 3 4 5 4
976,POEM4,doubt town about down flower sigh pretty goodbye,1 2 1 2 3 4 5 4
977,POEM5,sighs pale lies ail,1 2 1 2
978,POEM5,buy tone eye own,1 2 1 2
979,POEM5,morn sell forlorn well,1 2 1 2
980,POEM6,ludlow teme ploughing beam team,1 2 3 2 2
981,POEM6,coppice stride whistled beside replied,1 2 3 2 2
982,POEM6,yeoman rise mornings lies wise,1 2 3 2 2
983,POEM6,me bill it will still,1 2 3 2 2
984,POEM6,me strain horses lane again,1 2 3 2 2
985,POEM6,yeoman west labour rest best,1 2 3 2 2
986,POEM7,tree shore me more,1 2 1 2
987,POEM7,hill dried still side,1 2 1 2
988,POEM7,away mown day alone,1 2 1 2
989,POEM7,shake goodbye rake i,1 2 1 2
990,POEM7,pride clean lammastide green,1 2 1 2
991,POEM7,wait fold plate cold,1 2 1 2
992,POEM8,bank graze clank ways,1 2 1 2
993,POEM8,keep there sheep air,1 2 1 2
994,POEM8,jail forlorn rail morn,1 2 1 2
995,POEM8,tonight betide right outside,1 2 1 2
996,POEM8,noose ring use string,1 2 1 2
997,POEM8,snap stand chap land,1 2 1 2
998,POEM8,wait shine eight nine,1 2 1 2
999,POEM8,sleep know sheep ago,1 2 1 2
1000,POEM9,air pair swam ram,1 1 2 2
1001,POEM9,sings things pen again,1 1 2 2
1002,POEM9,day away hills daffodils,1 1 2 2
1003,POEM9,repair there pond wand,1 1 2 2
1004,POEM9,shire desire vain again,1 1 2 2
1005,POEM10,lying door sighing more sorrow tomorrow before,1 2 1 2 3 3 2
1006,POEM10,travel say gravel lay smothers anothers clay,1 2 1 2 3 3 2
1007,POEM11,meet file street while,1 2 1 2
1008,POEM11,lust strong dust long,1 2 1 2
1009,POEM11,not before forgot more,1 2 1 2
1010,POEM11,two beside through bride,1 2 1 2
1011,POEM12,oneandtwenty say guineas away rubies free oneandtwenty me,1 2 3 2 3 4 1 3
1012,POEM12,oneandtwenty again bosom vain plenty rue twoandtwenty true,1 2 3 2 1 4 1 4
1013,POEM13,people own loiter alone,1 2 3 2
1014,POEM13,plummet sound senses drowned,1 2 3 2
1015,POEM13,fellow day woman away,1 2 3 2
1016,POEM13,him west everlasting breast,1 2 3 2
1017,POEM13,highway stroll morning soul,1 2 3 2
1018,POEM14,fear see clear me lie sighs i eyes,1 2 1 2 3 4 3 4
1019,POEM14,tell vain well again flowers sad showers lad,1 2 1 2 3 4 3 4
1020,POEM15,recovers above lovers love,1 2 1 2
1021,POEM15,over move lover love,1 2 1 2
1022,POEM16,thorough goal sorrow soul,1 2 1 2
1023,POEM16,wicket pad cricket glad,1 2 1 2
1024,POEM16,trying mirth lying earth,1 2 1 2
1025,POEM17,you brave grew behave,1 2 1 2
1026,POEM17,by remain i again,1 2 1 2
1027,POEM18,race marketplace by shoulderhigh,1 1 2 2
1028,POEM18,come home down town,1 1 2 2
1029,POEM18,away stay grows rose,1 1 2 2
1030,POEM18,shut cut cheers ears,1 1 2 2
1031,POEM18,rout out outran man,1 1 2 2
1032,POEM18,fade shade up challengecup,1 1 2 2
1033,POEM18,head dead curls girls,1 1 2 2
1034,POEM19,plain far again are,1 2 1 2
1035,POEM19,clean air seen there,1 2 1 2
1036,POEM19,think down brink drown,1 2 1 2
1037,POEM19,brooks spy looks i,1 2 1 2
1038,POEM20,bredon clear them near hear,1 2 3 2 2
1039,POEM20,morning lie counties high sky,1 2 3 2 2
1040,POEM20,her away people pray stay,1 2 3 2 2
1041,POEM20,answer thyme wedding chime time,1 2 3 2 2
1042,POEM20,christmas strown early unbeknown alone,1 2 3 2 2
1043,POEM20,only see after she me,1 2 3 2 2
1044,POEM20,bredon hum people dumb come,1 2 3 2 2
1045,POEM21,tread see head me,1 2 1 2
1046,POEM21,far before are more,1 2 1 2
1047,POEM21,i tell dry well,1 2 1 2
1048,POEM22,fair fold there old,1 2 1 2
1049,POEM22,cart brave heart grave,1 2 1 2
1050,POEM22,tell discern farewell return,1 2 1 2
1051,POEM22,scan told man old,1 2 1 2
1052,POEM23,do prime two time,1 2 1 2
1053,POEM23,go call low all,1 2 1 2
1054,POEM23,decay numb say come,1 2 1 2
1055,POEM24,past meet last beat,1 2 1 2
1056,POEM24,about began out man,1 2 1 2
1057,POEM24,still fred will dead,1 2 1 2
1058,POEM24,weather keeps together sleeps,1 2 1 2
1059,POEM25,by i stone alone pass lass wed bed above love,1 1 2 2 3 3 4 4 5 5
1060,POEM25,tree me heaves leaves stir her understand hand clad lad,1 1 2 2 3 3 4 4 5 5
1061,POEM26,ploughing drive jingle alive,1 2 3 2
1062,POEM26,trample now under plough,1 2 3 2
1063,POEM26,playing shore leather more,1 2 3 2
1064,POEM26,flying soul keeper goal,1 2 3 2
1065,POEM26,happy leave weeping eve,1 2 3 2
1066,POEM26,lightly weep contented sleep,1 2 3 2
1067,POEM26,hearty pine in mine,1 2 3 2
1068,POEM26,easy choose sweetheart whose,1 2 3 2
1069,POEM27,gleam stream crest west,1 1 2 2
1070,POEM27,state gate prevails wales,1 1 2 2
1071,POEM27,bled marriagebed far war,1 1 2 2
1072,POEM27,ran man grave slave,1 1 2 2
1073,POEM27,long wrong still ill,1 1 2 2
1074,POEM27,died side west breast,1 1 2 2
1075,POEM27,yet sweat die i,1 1 2 2
1076,POEM27,undo two pain slain,1 1 2 2
1077,POEM27,rid did hearse curse,1 1 2 2
1078,POEM28,ramble around bramble ground found,1 2 1 2 2
1079,POEM28,chilly play lily stay day,1 2 1 2 2
1080,POEM28,maying still playing will daffodil,1 2 1 2 2
1081,POEM28,sally array valley away day,1 2 1 2 2
1082,POEM29,first durst too new,1 1 2 2
1083,POEM29,told cold fire desire,1 1 2 2
1084,POEM29,they way mould cold,1 1 2 2
1085,POEM29,brow now fight night,1 1 2 2
1086,POEM30,trouble heaves double leaves,1 2 1 2
1087,POEM30,hanger stood anger wood,1 2 1 2
1088,POEM30,roman stare yeoman there,1 2 1 2
1089,POEM30,riot high quiet i,1 2 1 2
1090,POEM30,double gone trouble uricon,1 2 1 2
1091,POEM31,morning sky me i,1 2 3 2
1092,POEM31,tarry apart me heart,1 2 3 2
1093,POEM31,answer say quarters way,1 2 3 2
1094,POEM32,perish high you die,1 2 3 2
1095,POEM32,meaning save tomorrow grave,1 2 3 2
1096,POEM32,liking please ever these,1 2 3 2
1097,POEM32,idle kind journey find,1 2 3 2
1098,POEM33,be me here dear,1 1 2 2
1099,POEM33,bred red clean queen,1 1 2 2
1100,POEM33,mind kind cap chap,1 1 2 2
1101,POEM33,two do thick sick,1 1 2 2
1102,POEM34,summer streams drummer dreams,1 2 1 2
1103,POEM34,louder by powder die,1 2 1 2
1104,POEM34,forgotten slain rotten again,1 2 1 2
1105,POEM34,hollo replies follow rise,1 2 1 2
1106,POEM35,lies above lies love,1 2 1 2
1107,POEM35,gust stay dust way,1 2 1 2
1108,POEM35,tell track well back,1 2 1 2
1109,POEM35,hies remove lies love,1 2 1 2
1110,POEM36,wyre shire crest west clee knee lay away fist wrist part heart lands hands do you shame name say they mind behind cold gold not forgot more shore still hill tree me farm harm gave grave,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18
1111,POEM37,blow there know air,1 2 1 2
1112,POEM37,lungs free tongues me,1 2 1 2
1113,POEM37,fly sown by own,1 2 1 2
1114,POEM37,plain still vain hill,1 2 1 2
1115,POEM37,there abode fare road,1 2 1 2
1116,POEM38,town blow down snow,1 2 1 2
1117,POEM38,time away climb may,1 2 1 2
1118,POEM38,edge see hedge me,1 2 1 2
1119,POEM39,kills blows hills those,1 2 1 2
1120,POEM39,content plain went again,1 2 1 2
1121,POEM40,sad had sore bore remain pain i by dear year brown down pale dale may lay stood wood,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9
1122,POEM40,loads roads ken men bear care see me mind kind can man still ill,1 1 2 2 3 3 4 4 5 5 6 6 7 7
1123,POEM41,morning wold azure gold,1 2 3 2
1124,POEM41,me trod forehead rod,1 2 3 2
1125,POEM41,morning guise laughter eyes,1 2 3 2
1126,POEM41,whither say beckoned way,1 2 3 2
1127,POEM41,laughter beside together guide,1 2 3 2
1128,POEM41,pastures still shepherds hill,1 2 3 2
1129,POEM41,hamlets down turning town,1 2 3 2
1130,POEM41,promise stride spoken guide,1 2 3 2
1131,POEM41,woodland afield sailing weald,1 2 3 2
1132,POEM41,granges wide followed guide,1 2 3 2
1133,POEM41,shadows blown ever alone,1 2 3 2
1134,POEM41,journey thinned blossoms wind,1 2 3 2
1135,POEM41,whisper whirled autumn world,1 2 3 2
1136,POEM41,legion died us guide,1 2 3 2
1137,POEM41,laughter respond feathers wand,1 2 3 2
1138,POEM42,beam dream say day,1 1 2 2
1139,POEM42,cast last slain remain,1 1 2 2
1140,POEM42,shout about schemes dreams,1 1 2 2
1141,POEM42,power hour control soul,1 1 2 2
1142,POEM42,gone on birth earth,1 1 2 2
1143,POEM42,west rest son skeleton,1 1 2 2
1144,POEM42,dust must light night,1 1 2 2
1145,POEM42,sore more wild child,1 1 2 2
1146,POEM42,cast last day say,1 1 2 2
1147,POEM42,will still strong along,1 1 2 2
1148,POEM42,decay away alone bone,1 1 2 2
1149,POEM43,ending brave mending grave,1 2 1 2
1150,POEM43,reason led season head,1 2 1 2
1151,POEM43,later scorn traitor born,1 2 1 2
1152,POEM43,morrow must sorrow dust,1 2 1 2
1153,POEM43,others began brothers man,1 2 1 2
1154,POEM43,stranger come danger home,1 2 1 2
1155,POEM43,waking made taking fade,1 2 1 2
1156,POEM44,you sound you ground,1 2 1 2
1157,POEM44,you whole you soul,1 2 1 2
1158,POEM45,throw snow yew through rime clime look brook bring spring,1 1 2 2 3 3 4 4 5 5
1159,POEM45,kept overstept blue two oer frore plain again those bedfellows lies arise,1 1 2 2 3 3 4 4 5 5 6 6
1160,POEM46,cart part i die,1 1 2 2
1161,POEM46,stayed trade adze lads,1 1 2 2
1162,POEM46,perhaps chaps own alone,1 1 2 2
1163,POEM46,high by curse worse,1 1 2 2
1164,POEM46,left theft prove love,1 1 2 2
1165,POEM46,gaze ways own alone,1 1 2 2
1166,POEM46,end friend i die,1 1 2 2
1167,POEM47,brittle strong little long,1 2 1 2
1168,POEM47,quarry mourn sorry born,1 2 1 2
1169,POEM47,reason sun season done,1 2 1 2
1170,POEM47,foundation vain indignation again,1 2 1 2
1171,POEM48,jolly die atalking walking folly sky,1 2 3 3 1 2
1172,POEM48,drinking around clever ever thinking underground,1 2 3 3 1 2
1173,POEM49,rivers clun livers sun,1 2 1 2
1174,POEM49,lighten glad knighton lad,1 2 1 2
1175,POEM49,under ill wonder still,1 2 1 2
1176,POEM49,older more shoulder before,1 2 1 2
1177,POEM49,deliver down river town,1 2 1 2
1178,POEM49,knighton clun lighten one,1 2 1 2
1179,POEM50,eye gallery ill still he me say away young among,1 1 2 2 3 3 4 4 5 5
1180,POEM50,hard regard lot not line mine rest prest ill still long strong say lay bone stone,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8
1181,POEM51,brookland ago tremble know,1 2 3 2
1182,POEM51,nighttime why hearken sigh,1 2 3 2
1183,POEM51,forgotten known london alone,1 2 3 2
1184,POEM51,fences hears sighing weirs,1 2 3 2
1185,POEM52,night vows sight boughs,1 2 1 2
1186,POEM52,face aye space grey,1 2 1 2
1187,POEM52,past bride last beside,1 2 1 2
1188,POEM52,why laid sky shade,1 2 1 2
1189,POEM52,breast fall prest all,1 2 1 2
1190,POEM52,knock then clock again,1 2 1 2
1191,POEM52,drips mine lips brine,1 2 1 2
1192,POEM52,dear slit ear it,1 2 1 2
1193,POEM52,light boughs night vows,1 2 1 2
1194,POEM53,laden had maiden lad,1 2 1 2
1195,POEM53,leaping laid sleeping fade,1 2 1 2
1196,POEM54,plains began veins man,1 2 1 2
1197,POEM54,i shore try before,1 2 1 2
1198,POEM54,west wide rest beside,1 2 1 2
1199,POEM54,mine steep shine keep,1 2 1 2
1200,POEM55,blow go song long,1 1 2 2
1201,POEM55,fly die not shot,1 1 2 2
1202,POEM55,away day come home,1 1 2 2
1203,POEM55,bad lad slain brain,1 1 2 2
1204,POEM56,today over say lover,1 2 1 2
1205,POEM56,smile never while ever,1 2 1 2
1206,POEM57,ludlow pale me hale,1 2 3 2
1207,POEM57,churchyard jail ludlow pale,1 2 3 2
1208,POEM58,tonight strown light stone,1 2 1 2
1209,POEM58,rise free lies me,1 2 1 2
1210,POEM58,light aye night day,1 2 1 2
1211,POEM59,black low pack go,1 2 1 2
1212,POEM59,dread right tread night,1 2 1 2
1213,POEM60,steeple sign people mine tower sun hour none,1 2 1 2 3 4 3 4
1214,POEM60,cluster thick muster quick number delves slumber themselves,1 2 1 2 3 4 3 4
1215,POEM60,parted above singlehearted love only knows lonely those,1 2 1 2 3 4 3 4
1216,POEM61,stuff enough clear beer make bellyache dead head now cow rhyme time mad lad,1 1 2 2 3 3 4 4 5 5 6 6 7 7
1217,POEM61,be poetry meant trent brews muse can man drink think pot not past last fair where near beer bad lad lain again sky lie yet wet do anew,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14
1218,POEM61,still ill endure sure would good sale ale hand land sour hour head stead may day,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8
1219,POEM61,east feast think drink birth earth more store sound round meat eat cup up shirt hurt told old,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9
1220,POEM62,weeded fair unheeded wear,1 2 1 2
1221,POEM62,them find them mind,1 2 1 2
1222,POEM62,devour mars flower stars,1 2 1 2
1223,POEM62,them on them gone,1 2 1 2
1224,POEM63,more cut bay wore day shut cut more more away laurel more,1 2 3 1 3 2 2 1 1 3 4 1
1225,POEM64,crest west away day,1 1 2 2
1226,POEM64,pine line wan on,1 1 2 2
1227,POEM64,brow now eyes sighs,1 1 2 2
1228,POEM64,roam home tale ale,1 1 2 2
1229,POEM64,sky i stride side,1 1 2 2
1230,POEM64,west breast far bar,1 1 2 2
1231,POEM64,sea me taen again,1 1 2 2
1232,POEM64,before shore leave eve,1 1 2 2
1233,POEM64,forlorn bourn eyed eventide,1 1 2 2
1234,POEM64,roam home stand land,1 1 2 2
1235,POEM64,air there best west,1 1 2 2
1236,POEM65,fighting thigh fortunes i,1 2 3 2
1237,POEM65,over low for know,1 2 3 2
1238,POEM65,soever store fellows before,1 2 3 2
1239,POEM65,on brave fighting save,1 2 3 2
1240,POEM66,failing wreck poisons neck,1 2 3 2
1241,POEM66,darkness cry slayer die,1 2 3 2
1242,POEM66,darkness say tomorrow today,1 2 3 2
1243,POEM67,him cheap him sleep,1 2 1 2
1244,POEM67,crying brave sighing grave,1 2 1 2
1245,POEM67,lonely depart only heart,1 2 1 2
1246,POEM67,covers repose lovers chose,1 2 1 2
1247,POEM68,me say be day,1 2 1 2
1248,POEM68,i wore lie more,1 2 1 2
1249,POEM68,wet away debt day,1 2 1 2
1250,POEM68,men see then me,1 2 1 2
1251,POEM68,price say device day,1 2 1 2
1252,POEM69,lancer brave lancer grave,1 2 1 2
1253,POEM69,bidden keep ridden sleep,1 2 1 2
1254,POEM69,lying behave dying brave,1 2 1 2
1255,POEM69,answer lancer brave,1 1 2
1256,POEM69,sleeping loam keeping home,1 2 1 2
1257,POEM69,playing wave saying brave,1 2 1 2
1258,POEM69,answer lancer brave,1 1 2
1259,POEM70,still maying hill playing,1 2 1 2
1260,POEM70,fife hollow life follow,1 2 1 2
1261,POEM70,trade weather maid together,1 2 1 2
1262,POEM70,lass lying pass sighing,1 2 1 2
1263,POEM70,they swelling way dwelling,1 2 1 2
1264,POEM71,returning town earning down,1 2 1 2
1265,POEM71,over all clover stall,1 2 1 2
1266,POEM71,biting spring fighting king,1 2 1 2
1267,POEM71,bridle pay idle aye,1 2 1 2
1268,POEM72,flowers away showers may,1 2 1 2
1269,POEM72,lot store not twentyfour,1 2 1 2
1270,POEM72,first hurled cursed world,1 2 1 2
1271,POEM72,high crave i grave,1 2 1 2
1272,POEM72,can bore man more,1 2 1 2
1273,POEM72,lours behests ours breasts,1 2 1 2
1274,POEM72,dust fail must ale,1 2 1 2
1275,POEM73,ever fights morning nights,1 2 3 2
1276,POEM73,sober starts fasten hearts,1 2 3 2
1277,POEM74,blink i drink think why,1 2 1 1 2
1278,POEM74,dressed pain rest best again,1 2 1 1 2
1279,POEM75,man can decree me theirs affairs condemn them they way still will desire hellfire odds gods afraid made wrong strong fly mercury can man,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12
1280,POEM76,wonder dumb thunder drum,1 2 1 2
1281,POEM76,haven far raven war,1 2 1 2
1282,POEM76,crying i dying die,1 2 1 2
1283,POEM76,plenty cheap fourandtwenty sleep,1 2 1 2
1284,POEM76,prattle gone battle on,1 2 1 2
1285,POEM76,season fair treason were,1 2 1 2
1286,POEM76,lightly brave rightly grave,1 2 1 2
1287,POEM76,undoing west awooing breast,1 2 1 2
1288,POEM76,over away lover day,1 2 1 2
1289,POEM77,me me fancy be see,1 2 3 2 2
1290,POEM77,me glad her lad had,1 2 3 2 2
1291,POEM77,father lie them i high,1 2 3 2 2
1292,POEM77,remember forgot kerchief knot rot,1 2 3 2 2
1293,POEM77,ended begun mother son none,1 2 3 2 2
1294,POEM78,steeple town people down,1 2 1 2
1295,POEM78,hour luck tower struck,1 2 1 2
1296,POEM79,bell renews well dews,1 2 1 2
1297,POEM79,look pains brook plains,1 2 1 2
1298,POEM79,air on there gone,1 2 1 2
1299,POEM79,lad gnawn glad dawn,1 2 1 2
1300,POEM79,die plain try again,1 2 1 2
1301,POEM79,west wide best side,1 2 1 2
1302,POEM80,steep away weep africa,1 2 1 2
1303,POEM80,rank found sank underground,1 2 1 2
1304,POEM80,see roll he pole,1 2 1 2
1305,POEM81,hillock clay right goodnight away,1 2 3 3 2
1306,POEM81,eternal sure less heaviness cure,1 2 3 3 2
1307,POEM81,marches wide nought thought beside,1 2 3 3 2
1308,POEM81,raining through mirth earth you,1 2 3 3 2
1309,POEM81,fallen again woe ago rain,1 2 3 3 2
1310,POEM82,november nigh valley sky,1 2 3 2
1311,POEM82,homesteads roars dying doors,1 2 3 2
1312,POEM82,fingers hold drowses cold,1 2 3 2
1313,POEM82,ocean ind follow wind,1 2 3 2
1314,POEM82,under forlorn assemble morn,1 2 3 2
1315,POEM82,living stay comrades day,1 2 3 2
1316,POEM83,fast december old past remember cold,1 2 3 1 2 3
1317,POEM83,he clever robe sea ever globe,1 2 3 1 2 3
1318,POEM84,dances lawn glances dawn,1 2 1 2
1319,POEM84,sockets day pockets pay,1 2 1 2
1320,POEM85,flower dim hour him,1 2 1 2
1321,POEM85,bower fir hour her,1 2 1 2
1322,POEM86,morning hay another day,1 2 3 2
1323,POEM86,morning lay another away,1 2 3 2
1324,POEM87,son helicon heart part side bride oer more,1 1 2 2 3 3 4 4
1325,POEM87,beam stream sun done steep sleep,1 1 2 2 3 3
1326,POEM87,brings things roam home behold fold wide bride,1 1 2 2 3 3 4 4
1327,POEM87,cup up borne thorn past last,1 1 2 2 3 3
1328,POEM87,light night confuse dews control pole shed bed prime time alarms harms ground round ward sword,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8
1329,POEM88,mountain tolled fountain old,1 2 1 2
1330,POEM88,speaking plain shrieking again,1 2 1 2
1331,POEM88,it more it before,1 2 1 2
1332,POEM88,morning air returning hair,1 2 1 2
1333,POEM89,love rain love twain,1 2 1 2
1334,POEM89,love lie love i,1 2 1 2
1335,POEM90,grasses rise passes sighs,1 2 1 2
1336,POEM90,adorning lea morning thee,1 2 1 2
1337,POEM91,light drear night year,1 2 1 2
1338,POEM91,had small lad all,1 2 1 2
1339,POEM92,thunder toll planet granite under soul past last,1 2 3 3 1 2 4 4
1340,POEM92,drilling cures rattle battle filling yours best rest,1 2 3 3 1 2 4 4
1341,POEM92,landed down you you shorthanded drown oer more,1 2 3 3 1 2 4 4
1342,POEM93,thinking blew crossways rue,1 2 3 2
1343,POEM93,bury slays sorrow ways,1 2 3 2
1344,POEM93,hueless blue fastened rue,1 2 3 2
1345,POEM93,healing sign trouble mine,1 2 3 2
1346,POEM93,kindness you breastknot rue,1 2 3 2
1347,POEM94,again plain dim rim sight night glow ago broke spoke well hell,1 1 2 2 3 3 4 4 5 5 6 6
1348,POEM94,see masonry dark spark guide replied turn burn,1 1 2 2 3 3 4 4
1349,POEM94,sky eye plain again then men crossed lost said led mire fire dun sun loom gloom go fro admire fire pace place corps before,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12
1350,POEM94,high sky track back still sill pride side apart heart in sun sword lord see me reply i head ned,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10
1351,POEM94,straight gate chin within hum come far war waits gates barred guard well hell white right fear mutineer bowed cloud stroke spoke,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11
1352,POEM94,hell fell rolled old flown alone sky i,1 1 2 2 3 3 4 4
1353,POEM94,say way died side attire fire track back mute pursuit,1 1 2 2 3 3 4 4 5 5
1354,POEM95,boyhood among fancies young conquer kind for find,1 2 3 2 4 5 6 5
